-0.642-0.554-0.687-0.263-0.306-0.260-0.773-0.729-0.726-0.384-0.340-0.337-0.652-0.695-0.649-0.253-0.166-0.298-0.779-0.871-0.780-0.390-0.483-0.391-0.643-0.556-0.688-0.263-0.306-0.260-0.774-0.729-0.727-0.386-0.341-0.339-0.655-0.697-0.655-0.255-0.168-0.300-0.778-0.870-0.779-0.393-0.485-0.3940.1260.0830.1280.5240.6120.479-0.002-0.094-0.0030.3870.2940.3860.1360.2220.0900.5140.4710.5170.0040.0490.0510.3920.4370.4390.1240.0810.1270.5230.6100.478-0.003-0.095-0.0030.3850.2930.3840.1360.2230.0910.5140.4710.5170.0030.0470.0500.3930.4380.441-0.779-0.780-0.871-0.390-0.391-0.483-0.651-0.649-0.694-0.253-0.298-0.166-0.641-0.554-0.687-0.263-0.306-0.260-0.773-0.729-0.726-0.384-0.340-0.337-0.773-0.728-0.726-0.384-0.340-0.337-0.641-0.687-0.554-0.263-0.260-0.306-0.651-0.695-0.649-0.253-0.166-0.298-0.779-0.871-0.780-0.390-0.483-0.391-0.779-0.780-0.872-0.391-0.392-0.483-0.652-0.649-0.695-0.253-0.298-0.166-0.641-0.554-0.687-0.263-0.306-0.261-0.773-0.728-0.726-0.384-0.340-0.337-0.773-0.728-0.726-0.386-0.342-0.338-0.641-0.687-0.555-0.265-0.262-0.308-0.652-0.695-0.649-0.253-0.166-0.298-0.779-0.871-0.780-0.391-0.483-0.3920.0040.0490.0520.3930.4370.4400.1360.0910.2230.5140.5170.4710.1260.0830.1280.5240.6120.479-0.002-0.094-0.0030.3870.2940.386-0.002-0.003-0.0940.3870.3860.2940.1250.1280.0820.5240.4790.6110.1360.2230.0900.5140.4710.5170.0040.0490.0520.3930.4370.4400.0040.0480.0510.3910.4360.4390.1340.0890.2210.5130.5160.4700.1250.0820.1270.5240.6110.479-0.002-0.094-0.0030.3860.2940.385-0.004-0.004-0.0960.3870.3860.2940.1260.1280.0820.5240.4790.6110.1360.2230.0900.5140.4710.5170.0030.0480.0510.3930.4370.440-0.779-0.780-0.871-0.390-0.391-0.483-0.652-0.649-0.695-0.253-0.298-0.166-0.773-0.729-0.726-0.384-0.340-0.337-0.641-0.686-0.554-0.263-0.260-0.306-0.779-0.780-0.871-0.390-0.391-0.483-0.651-0.649-0.695-0.253-0.298-0.166-0.773-0.728-0.726-0.385-0.340-0.337-0.642-0.687-0.555-0.263-0.261-0.3060.0040.0490.0510.3930.4370.4400.1360.0910.2230.5140.5170.471-0.002-0.003-0.0940.3870.3860.2940.1260.1280.0830.5240.4790.6120.0040.0490.0510.3920.4370.4400.1360.0900.2230.5140.5170.471-0.002-0.003-0.0940.3870.3860.2940.1260.1280.0820.5240.4790.6116

         -1.573	-0.649     0.916

         -1.652	-0.695     0.795

         -1.794	-0.253     0.827

         -1.717	-0.298     0.794

         -1.790	-0.166     0.787

         -1.341	-0.773     0.728

         -1.419	-0.729     0.761

         -1.268	-0.726     0.768

         -1.117	-0.384     0.728

         -1.195	-0.340     0.761

         -1.044	-0.337     0.768

         -1.121	-0.641     0.827

         -1.043	-0.686     0.794

         -1.116	-0.554     0.787

         -1.346	-0.263     0.820

         -1.349	-0.260     0.916

         -1.428	-0.306     0.795

         -0.901	-0.779     0.735

         -0.897	-0.780     0.639

         -0.897	-0.871     0.760

         -0.677	-0.390     0.735

         -0.673	-0.391     0.639

         -0.673	-0.483     0.760

         -0.673	-0.651     0.820

         -0.675	-0.649     0.916

         -0.754	-0.695     0.795

         -0.896	-0.253     0.827

         -0.819	-0.298     0.794

         -0.892	-0.166     0.787

         -0.444	-0.773     0.728

         -0.522	-0.728     0.761

         -0.370	-0.726     0.768

         -0.219	-0.385     0.729

         -0.298	-0.340     0.762

         -0.146	-0.337     0.769

         -0.223	-0.642     0.828

         -0.145	-0.687     0.794

         -0.219	-0.555     0.788

         -0.449	-0.263     0.820

         -0.452	-0.261     0.916

         -0.531	-0.306     0.795

         -1.791	0.004     0.728

         -1.869	0.049     0.761

         -1.718	0.051     0.768

         -1.567	0.393     0.728

         -1.645	0.437     0.761

         -1.494	0.440     0.768

         -1.570	0.136     0.827

         -1.493	0.091     0.794

         -1.566	0.223     0.787

         -1.796	0.514     0.821

         -1.799	0.517     0.916

         -1.878	0.471     0.795

         -1.351	-0.002     0.735

         -1.347	-0.003     0.639

         -1.347	-0.094     0.760

         -1.126	0.387     0.735

         -1.123	0.386     0.639

         -1.123	0.294     0.760

         -1.122	0.126     0.820

         -1.125	0.128     0.916

         -1.204	0.083     0.795

         -1.346	0.524     0.827

         -1.268	0.479     0.794

         -1.342	0.612     0.787

         -0.893	0.004     0.728

         -0.971	0.049     0.761

         -0.820	0.051     0.768

         -0.669	0.392     0.728

         -0.747	0.437     0.761

         -0.596	0.440     0.768

         -0.672	0.136     0.828

         -0.595	0.090     0.794

         -0.668	0.223     0.788

         -0.898	0.514     0.820

         -0.901	0.517     0.916

         -0.980	0.471     0.795

         -0.453	-0.002     0.735

         -0.449	-0.003     0.639

         -0.449	-0.094     0.760

         -0.229	0.387     0.735

         -0.225	0.386     0.639

         -0.225	0.294     0.760

         -0.225	0.126     0.821

         -0.228	0.128     0.916

         -0.307	0.082     0.795

         -0.449	0.524     0.827

         -0.371	0.479     0.794

         -0.444	0.611     0.787
