13.87,61.35,53.55,7.24,0.89,0.17,0.05,0.01
11.07,65.15,68.51,5.88,0.54,0.07,0.00,0.00
10.63,69.60,83.59,3.98,0.28,0.05,0.01,0.00
10.28,79.65,70.31,4.01,0.34,0.06,0.01,0.00
9.05,79.29,83.70,3.29,0.21,0.03,0.01,0.00
7.97,81.77,87.70,3.05,0.17,0.03,0.01,0.00
6.11,80.66,108.12,2.22,0.10,0.02,0.01,0.00
