0.5668,0.5996,0.6348,0.6352,0.6606,0.6692,0.7021,0.6954
0.5672,0.5995,0.6340,0.6350,0.6599,0.6688,0.7000,0.6578
0.5659,0.5967,0.6297,0.6291,0.6519,0.6588,0.6869,0.6490
0.5475,0.5709,0.5935,0.5938,0.6081,0.6142,0.6339,0.6054
0.5606,0.5696,0.5823,0.5767,0.5853,0.5932,0.6025,0.6241
0.6486,0.6391,0.6226,0.6621,0.6526,0.6825,0.6976,0.6954
